filename,format,category,size_mb,modified,path
Freeze 16-Where it Hurts Vocals - Bonnie X Clyde (Studio Acapella) [2020-12-17 165451].wav,WAV,Sergic,6.33,2020-12-17,/Volumes/SERGIK 2tb2/Sergic/WORK ON THIS SERGIO Project/Samples/Processed/Freeze/Freeze 16-Where it Hurts Vocals - Bonnie X Clyde (Studio Acapella) [2020-12-17 165451].wav
SERGIK x Stov - Everyday.mp3,MP3,Sergic,7.81,2024-12-13,/Volumes/SERGIK 2tb2/Sergic/Sergic/SERGIK x Stov - Everyday.mp3
SERGIK x Stov - Everyday.wav,WAV,Sergic,51.68,2024-12-13,/Volumes/SERGIK 2tb2/Sergic/Sergic/SERGIK x Stov - Everyday.wav
SERGIK x Janis & the Planets - Like a Daisy (Dry Vocals).mp3,MP3,Sergic,8.72,2025-01-05,/Volumes/SERGIK 2tb2/Sergic/Sergic/SERGIK x Janis & the Planets - Levitating Project/SERGIK x Janis & the Planets - Like a Daisy (Dry Vocals).mp3
SERGIK x Janis & the Planets - Like a Daisy (Dry Vocals).wav,WAV,Sergic,57.71,2025-01-05,/Volumes/SERGIK 2tb2/Sergic/Sergic/SERGIK x Janis & the Planets - Levitating Project/SERGIK x Janis & the Planets - Like a Daisy (Dry Vocals).wav
SERGIK x Janis & the Planets - Like a Daisy (Wet Vocals).mp3,MP3,Sergic,8.67,2025-01-05,/Volumes/SERGIK 2tb2/Sergic/Sergic/SERGIK x Janis & the Planets - Levitating Project/SERGIK x Janis & the Planets - Like a Daisy (Wet Vocals).mp3
SERGIK x Janis & the Planets - Like a Daisy (Wet Vocals).wav,WAV,Sergic,57.36,2025-01-05,/Volumes/SERGIK 2tb2/Sergic/Sergic/SERGIK x Janis & the Planets - Levitating Project/SERGIK x Janis & the Planets - Like a Daisy (Wet Vocals).wav
Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.wav,WAV,Sergic,71.67,2025-04-26,/Volumes/SERGIK 2tb2/Sergic/Sergic/Slick Floyd x SERGIK x Silent Jay - The Dudes Project/Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.wav
Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.mp3,MP3,Sergic,9.95,2025-04-26,/Volumes/SERGIK 2tb2/Sergic/Sergic/Slick Floyd x SERGIK x Silent Jay - The Dudes Project/Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.mp3
SPD x SP12 0001 [2025-11-19 173629].wav,WAV,Sergic,1.67,2025-11-19,/Volumes/SERGIK 2tb2/Sergic/Andino x Segik La Selva Project/Samples/Recorded/SPD x SP12 0001 [2025-11-19 173629].wav
SPD x SP12 0001 [2025-11-21 135811].wav,WAV,Sergic,6.78,2025-11-21,/Volumes/SERGIK 2tb2/Sergic/SERGIK x Andino - You Gotta Feel it Project/Samples/Recorded/SPD x SP12 0001 [2025-11-21 135811].wav
SERGIK x ESHER - Nitrous 15-US_DTE_Perc123_Darken_.wav,WAV,SERGIK x ESHER - Nitrous Stems,86.13,2024-03-15,/Volumes/SERGIK 2tb2/SERGIK x ESHER - Nitrous Stems/SERGIK x ESHER - Nitrous 15-US_DTE_Perc123_Darken_.wav
SERGIK x ESHER - Nitrous 16-US_DTE_Drum123_Ark_PERC.wav,WAV,SERGIK x ESHER - Nitrous Stems,86.13,2024-03-15,/Volumes/SERGIK 2tb2/SERGIK x ESHER - Nitrous Stems/SERGIK x ESHER - Nitrous 16-US_DTE_Drum123_Ark_PERC.wav
SERGIK x ESHER - Nitrous 20-US_TS_dubadub_Cm.wav,WAV,SERGIK x ESHER - Nitrous Stems,86.13,2024-03-15,/Volumes/SERGIK 2tb2/SERGIK x ESHER - Nitrous Stems/SERGIK x ESHER - Nitrous 20-US_TS_dubadub_Cm.wav
SERGIK x ESHER - Nitrous 22-US_DTE_Chord123_Bubbles_Cmin.wav,WAV,SERGIK x ESHER - Nitrous Stems,86.13,2024-03-15,/Volumes/SERGIK 2tb2/SERGIK x ESHER - Nitrous Stems/SERGIK x ESHER - Nitrous 22-US_DTE_Chord123_Bubbles_Cmin.wav
Hidden World of Fungi - Michael Crowe x SERGIK.mp3,MP3,Video Edits,5.92,2024-12-23,/Volumes/SERGIK 2tb2/Video Edits/Michael Crowe Mycology/Hidden World of Fungi/Hidden World of Fungi - Michael Crowe x SERGIK.mp3
Hidden World of Fungi - Michael Crowe x SERGIK.wav,WAV,Video Edits,39.13,2024-12-23,/Volumes/SERGIK 2tb2/Video Edits/Michael Crowe Mycology/Hidden World of Fungi/Hidden World of Fungi - Michael Crowe x SERGIK.wav
Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.mp3,MP3,Video Edits,5.92,2024-12-23,/Volumes/SERGIK 2tb2/Video Edits/Michael Crowe Mycology/Hidden World of Fungi/Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.mp3
Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav,WAV,Video Edits,39.13,2024-12-23,/Volumes/SERGIK 2tb2/Video Edits/Michael Crowe Mycology/Hidden World of Fungi/Hidden World of Fungi (Instrumental)  - Michael Crowe x SERGIK.wav
Mike Crowe x SERGIK - Lifecycle Of Growth.mp3,MP3,Video Edits,7.63,2024-12-22,/Volumes/SERGIK 2tb2/Video Edits/Michael Crowe Mycology/Lifecycle Of Growth /Mike Crowe x SERGIK - Lifecycle Of Growth.mp3
Mike Crowe x SERGIK - Lifecycle Of Growth.wav,WAV,Video Edits,50.47,2024-12-22,/Volumes/SERGIK 2tb2/Video Edits/Michael Crowe Mycology/Lifecycle Of Growth /Mike Crowe x SERGIK - Lifecycle Of Growth.wav
